basename,n_scripts,any_absolute,path,bytes,found
snv_disorder_predictions.csv,1,False,/Users/qkelly/Desktop/idr/snv_disorder_predictions.csv,10351.0,True
snv_disease_distance_list.csv,1,False,/Users/qkelly/Desktop/clinvar/snv_disease_distance_list.csv,77148.0,True
snv_dbh_AD.csv,1,False,/Users/qkelly/Desktop/clinvar/snv_dbh_AD.csv,428.0,True
snv_control_vep_uniprot_intact.txt,1,False,/Users/qkelly/Downloads/vep0512 2/snv_control_vep_uniprot_intact.txt,16153526.0,True
snv_control_vep_cadd_dbnsfp_tss_prot_nearestexon.txt,1,True,/Users/qkelly/Downloads/snv_control_vep_cadd_dbnsfp_tss_prot_nearestexon.txt,25481938.0,True
parse_NMDPos_hierarchical_convergence.csv,1,False,/Users/qkelly/Desktop/clinvar/parse_NMDPos_hierarchical_convergence.csv,169.0,True
%s_%s.txt,1,False,,,False
pairs_snv_matched.csv,1,False,/Users/qkelly/Desktop/clinvar/pairs_snv_matched.csv,5826.0,True
aa_comp_stats_all_regions.csv,1,True,,,False
_summary.csv,1,False,,,False
_pli_loeuf_category.csv,1,False,,,False
_mixed_model.csv,1,False,,,False
_idr0603_uni.txt,1,False,,,False
_gene_matrix.csv,1,False,,,False
_gene0115.txt,1,False,,,False
_full_annotated.csv,1,False,,,False
_fixed_model.csv,1,False,,,False
_exon_counts.csv,1,False,,,False
_all.csv,1,False,,,False
WT_vars_full_length_plus1_strand[16].csv,1,True,,,False
WT_vars_NMD_region_plus1_strand[53].csv,1,True,,,False
WT_var_full_4c_AD.csv,1,True,,,False
WT_var_NMD_4c_AD.csv,1,True,/Users/qkelly/Desktop/clinvar/WT_var_NMD_4c_AD.csv,347269.0,True
WT_full_NMD_structural.csv,1,True,/Users/qkelly/Desktop/clinvar/raw data/structure/WT_full_NMD_structural.csv,69745.0,True
aa_comp_all_regions.csv,1,True,,,False
abs_sasa_mean_WT_FL.csv,1,True,,,False
WT-vars_full-length.csv,1,True,,,False
abs_sasa_mean_var_FL.csv,1,True,,,False
enriched_genes_dbh.csv,1,False,,,False
dist_sanity_models_fdr.csv,1,False,/Users/qkelly/Desktop/clinvar/plots/pfam_ppi_analysis/dist_sanity_models_fdr.csv,1091.0,True
control_variants_all_with_ppi_pfam_data.csv,1,False,,,False
control_variants_all_with_motif_LCS_flags.csv,1,False,,,False
control_set_distance_summary.csv,1,False,,,False
control_set_distance_pvalues.csv,1,False,,,False
clinvar_gene_list.txt,1,False,/Users/qkelly/Desktop/桌面 - q的MacBook Pro/clinvar/clinvar_gene_list.txt,18592.0,True
clinvar_1120.rds,1,True,,,False
clinvar0716_3.rds,1,False,/Users/qkelly/Desktop/桌面 - q的MacBook Pro/autism/data/clinvar0716_3.rds,5936038.0,True
clinvar0716_2.rds,1,False,/Users/qkelly/Desktop/桌面 - q的MacBook Pro/autism/data/clinvar0716_2.rds,5706438.0,True
clinvar0716_1.rds,1,False,/Users/qkelly/Desktop/桌面 - q的MacBook Pro/autism/data/clinvar0716_1.rds,5680714.0,True
aromaticity_all_NMD.csv,1,True,,,False
aromaticity_all_FL.csv,1,True,,,False
analysis_table.csv,1,False,/Users/qkelly/Desktop/clinvar/derived/analysis_table.csv,3098732.0,True
all_p_results_structural_NMD_1000_repeats.csv,1,False,/Users/qkelly/Desktop/clinvar/all_p_results_structural_NMD_1000_repeats.csv,947855.0,True
WT-vars_full-length_corrected[10].csv,1,True,,,False
WT-vars_NMD_region_corrected[65].csv,1,True,,,False
pairs_fs_random.csv,1,False,/Users/qkelly/Desktop/clinvar/pairs_fs_random.csv,9647.0,True
Clinvar_0820NMD.rds,1,True,,,False
ClinVar_pathogenic_allgenes.txt,1,True,/Users/qkelly/Desktop/桌面 - q的MacBook Pro/clinvar/ClinVar_pathogenic_allgenes.txt,37124.0,True
ClinVar_pathogenic_NMDescapeneriched.genes.txt,1,True,/Users/qkelly/Desktop/桌面 - q的MacBook Pro/clinvar/ClinVar_pathogenic_NMDescapeneriched.genes.txt,1830.0,True
ClinVar_all_vus_allgenes.txt,1,True,,,False
ClinVar_all_vus_NMDescapeneriched.genes.txt,1,True,,,False
ClinVar_NMD.rds,1,True,/Users/qkelly/Desktop/桌面 - q的MacBook Pro/clinvar/ClinVar_NMD.rds,3338637.0,True
CIDER_model_results.csv,1,False,/Users/qkelly/Desktop/clinvar/CIDER_model_results.csv,18294.0,True
CIDER_descriptive_summary.csv,1,False,/Users/qkelly/Desktop/clinvar/CIDER_descriptive_summary.csv,23584.0,True
BM_info.csv,1,False,/Users/qkelly/Desktop/clinvar/BM_info.csv,24831869.0,True
AD_gene_sets_v3.rds,1,False,/Users/qkelly/Desktop/clinvar/AD_gene_sets_v3.rds,2108.0,True
AD_Tugce.csv,1,False,,,False
<CHR>_<zero*POS>_<REF>_<ALT>.fasta,1,False,,,False
3_01014662_CAA_C.fasta,1,False,,,False
17_00770305_TGA_T.fasta,1,False,,,False
.nmdesc_path_index.rds,1,False,/Users/qkelly/Desktop/clinvar/.nmdesc_path_index.rds,309509.0,True
.cut.syn.can.csv,1,False,,,False
ClinVar_vus_NMD0906.rds,1,False,/Users/qkelly/Desktop/桌面 - q的MacBook Pro/clinvar/rds_with_pvalue/ClinVar_vus_NMD0906.rds,4542024.0,True
Clinvar_p_NMD0906.rds,1,False,,,False
WT-vars_NMD_region.csv,1,True,,,False
Kat6b_PARSEV2_SCORES.csv,1,True,,,False
VARs_full_NMD_structural.csv,1,True,/Users/qkelly/Desktop/clinvar/raw data/structure/VARs_full_NMD_structural.csv,1769177.0,True
VAR-WT_structural_results.csv,1,True,/Users/qkelly/Desktop/clinvar/raw data/structure/VAR-WT_structural_results.csv,1892341.0,True
Tugce_genelist_fortheppaer.xlsx,1,True,,,False
Supplemental_Figure_3_variant_level_summary.csv,1,False,,,False
Supplemental_Figure_3_gene_level_summary.csv,1,False,,,False
Peptide_LMM_results.csv,1,False,/Users/qkelly/Desktop/clinvar/Peptide_LMM_results.csv,17834.0,True
POGZ_combined_Pfam_PPI_locations.csv,1,False,,,False
POGZ_Pfam_domains_biomart.csv,1,False,,,False
POGZ_PPI_interface_residues.csv,1,False,,,False
POGZ_PPI_interface_ranges.csv,1,False,,,False
PARSE_model_results.csv,1,False,/Users/qkelly/Desktop/clinvar/PARSE_model_results.csv,13087.0,True
NMD_esc_extensive_list.xlsx,1,True,,,False
Matched_Gene_Level_Enrichment_summary.csv,1,False,,,False
Matched_Gene_Level_Enrichment_4panels_summary.csv,1,False,,,False
LMM_results_all.csv,1,False,/Users/qkelly/Desktop/clinvar/LMM_results_all.csv,27504.0,True
feature_summary_statistics.csv,1,False,,,False
fs_AD_acat_full_annotated.csv,1,False,/Users/qkelly/Desktop/clinvar/fs_AD_acat_full_annotated.csv,134160.0,True
fs_all.csv,1,False,/Users/qkelly/Desktop/clinvar/fs_all.csv,14274686.0,True
minus1_merged_uni_loc.csv,1,True,,,False
minus1_idr.txt,1,False,,,False
%s_FDR0.20_all.txt,1,False,,,False
minus1_control_vep_cadd_dbnsfp_tss_prot_nearestexon.txt,1,True,/Users/qkelly/Downloads/minus1_control_vep_cadd_dbnsfp_tss_prot_nearestexon.txt,24070412.0,True
minus1_control_merged_uni_loc.csv,1,True,,,False
minus1_control_idr0603.rds,1,False,,,False
minus1_control_idr.txt,1,False,,,False
minus1_control_gnomAD_variants0406.csv,1,False,/Users/qkelly/Downloads/0406/minus1_control_gnomAD_variants0406.csv,257319.0,True
